code,name,description,refreshed_at,from_date,to_date
BOM532761,HOV SERVICES LTD. EOD Prices,End of Day prices and additional trading information for HOV SERVICES LTD. EOD Prices.,2019-02-01 13:24:11,2006-09-27,2019-01-31
BOM532762,ACTION CONSTRUCTION EQUIPMENT LTD. EOD Prices,End of Day prices and additional trading information for ACTION CONSTRUCTION EQUIPMENT LTD. EOD Prices.,2019-02-01 13:24:11,2006-09-26,2019-01-31
BOM532764,GeeCee Ventures Limited EOD Prices,End of Day prices and additional trading information for GeeCee Ventures Limited EOD Prices.,2019-02-01 13:24:11,2006-10-04,2019-01-31
BOM532765,USHER AGRO LTD. EOD Prices,End of Day prices and additional trading information for USHER AGRO LTD. EOD Prices.,2019-02-01 13:24:11,2006-10-06,2019-01-31
BOM532766,RICHA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RICHA INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:11,2006-10-12,2019-01-31
BOM532767,GAYATRI PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for GAYATRI PROJECTS LTD. EOD Prices.,2019-02-01 13:24:12,2006-10-17,2019-01-31
BOM532768,FIEM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for FIEM INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:11,2006-10-19,2019-01-31
BOM532770,HANUNG TOYS & TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for HANUNG TOYS & TEXTILES LTD. EOD Prices.,2019-02-01 13:24:11,2006-10-20,2018-10-11
BOM532771,Jhs Svendgaard Laboratories Ltd. EOD Prices,End of Day prices and additional trading information for Jhs Svendgaard Laboratories Ltd. EOD Prices.,2015-11-12 11:57:03,2006-10-21,2015-09-14
BOM532772,DCB Bank Limited EOD Prices,End of Day prices and additional trading information for DCB Bank Limited EOD Prices.,2019-02-01 13:24:11,2006-10-27,2019-01-31
BOM532773,GLOBAL VECTRA HELICORP LTD. EOD Prices,End of Day prices and additional trading information for GLOBAL VECTRA HELICORP LTD. EOD Prices.,2019-02-01 13:24:11,2006-10-27,2019-01-31
BOM532774,Inspirisys Solutions Ltd EOD Prices,End of Day prices and additional trading information for Inspirisys Solutions Ltd EOD Prices.,2019-02-01 13:24:12,2006-10-30,2019-01-31
BOM532775,GTL INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for GTL INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-09,2019-01-31
BOM532776,SHIVAM AUTOTECH LTD. EOD Prices,End of Day prices and additional trading information for SHIVAM AUTOTECH LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-21,2019-01-31
BOM532777,INFO EDGE (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for INFO EDGE (INDIA) LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-21,2019-01-31
BOM532778,LANCO INFRATECH LTD. EOD Prices,End of Day prices and additional trading information for LANCO INFRATECH LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-27,2018-09-12
BOM532779,TORRENT POWER LTD. EOD Prices,End of Day prices and additional trading information for TORRENT POWER LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-28,2019-01-31
BOM532780,PARSVNATH DEVELOPERS LTD. EOD Prices,End of Day prices and additional trading information for PARSVNATH DEVELOPERS LTD. EOD Prices.,2019-02-01 13:24:12,2006-11-30,2019-01-31
BOM532782,SUTLEJ TEXTILES & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SUTLEJ TEXTILES & INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-14,2019-01-31
BOM532783,LT FOODS LTD. EOD Prices,End of Day prices and additional trading information for LT FOODS LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-18,2019-01-31
BOM532784,Sobha Limited EOD Prices,End of Day prices and additional trading information for Sobha Limited EOD Prices.,2019-02-01 13:24:12,2006-12-20,2019-01-31
BOM532785,RUCHIRA PAPERS LTD. EOD Prices,End of Day prices and additional trading information for RUCHIRA PAPERS LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-20,2019-01-31
BOM532786,GOL OFFSHORE LTD. EOD Prices,End of Day prices and additional trading information for GOL OFFSHORE LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-21,2017-07-18
BOM532787,ESS DEE ALUMINIUM LTD. EOD Prices,End of Day prices and additional trading information for ESS DEE ALUMINIUM LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-28,2019-01-31
BOM532788,XL ENERGY LTD. EOD Prices,End of Day prices and additional trading information for XL ENERGY LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-28,2019-01-30
BOM532789,NISSAN COPPER LTD. EOD Prices,End of Day prices and additional trading information for NISSAN COPPER LTD. EOD Prices.,2019-02-01 13:24:12,2006-12-29,2016-07-11
BOM532790,TANLA SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for TANLA SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-01-05,2019-01-31
BOM532792,CAIRN INDIA LTD. EOD Prices,End of Day prices and additional trading information for CAIRN INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-01-09,2017-04-25
BOM532793,Shree Ashtavinayak Cine Vision Ltd. EOD Prices,End of Day prices and additional trading information for Shree Ashtavinayak Cine Vision Ltd. EOD Prices.,2015-11-12 11:57:04,2007-01-10,2014-06-19
BOM532794,Zee Media Corporation Limited EOD Prices,End of Day prices and additional trading information for Zee Media Corporation Limited EOD Prices.,2019-02-01 13:24:12,2007-01-10,2019-01-31
BOM532795,Siti Networks Ltd EOD Prices,End of Day prices and additional trading information for Siti Networks Ltd EOD Prices.,2019-02-01 13:24:12,2007-01-10,2019-01-31
BOM532796,LUMAX AUTO TECHNOLOGIES LTD. EOD Prices,End of Day prices and additional trading information for LUMAX AUTO TECHNOLOGIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-01-16,2019-01-31
BOM532797,AUTOLINE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for AUTOLINE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-01-31,2019-01-31
BOM532798,NETWORK18 MEDIA & INVESTMENTS LTD. EOD Prices,End of Day prices and additional trading information for NETWORK18 MEDIA & INVESTMENTS LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-02,2019-01-31
BOM532799,HUBTOWN LTD. EOD Prices,End of Day prices and additional trading information for HUBTOWN LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-07,2019-01-31
BOM532800,TV18 BROADCAST LTD. EOD Prices,End of Day prices and additional trading information for TV18 BROADCAST LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-08,2019-01-31
BOM532801,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for CAMBRIDGE TECHNOLOGY ENTERPRISES LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-07,2019-01-31
BOM532803,POCHIRAJU INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for POCHIRAJU INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-09,2019-01-11
BOM532804,TECHNOCRAFT INDUSTRIES (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for TECHNOCRAFT INDUSTRIES (INDIA) LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-12,2019-01-31
BOM532805,REDINGTON (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for REDINGTON (INDIA) LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-15,2019-01-31
BOM532806,AI CHAMPDANY INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for AI CHAMPDANY INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-14,2019-01-31
BOM532807,Cineline India Limited EOD Prices,End of Day prices and additional trading information for Cineline India Limited EOD Prices.,2019-02-01 13:24:12,2007-02-14,2019-01-31
BOM532808,Pearl Global Industries Limited EOD Prices,End of Day prices and additional trading information for Pearl Global Industries Limited EOD Prices.,2019-02-01 13:24:12,2007-02-15,2019-01-31
BOM532809,FIRSTSOURCE SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for FIRSTSOURCE SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-22,2019-01-31
BOM532810,POWER FINANCE CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for POWER FINANCE CORPORATION LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-23,2019-01-31
BOM532811,AHLUWALIA CONTRACTS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for AHLUWALIA CONTRACTS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-22,2019-01-31
BOM532812,TRANSWARRANTY FINANCE LTD. EOD Prices,End of Day prices and additional trading information for TRANSWARRANTY FINANCE LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-26,2019-01-31
BOM532813,C & C CONSTRUCTIONS LTD. EOD Prices,End of Day prices and additional trading information for C & C CONSTRUCTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-26,2019-01-31
BOM532814,INDIAN BANK EOD Prices,End of Day prices and additional trading information for INDIAN BANK EOD Prices.,2019-02-01 13:24:12,2007-03-01,2019-01-31
BOM532815,SMS PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for SMS PHARMACEUTICALS LTD. EOD Prices.,2019-02-01 13:24:12,2007-02-28,2019-01-31
BOM532816,BROADCAST INITIATIVES LTD. EOD Prices,End of Day prices and additional trading information for BROADCAST INITIATIVES LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-07,2017-05-02
BOM532817,ORIENTAL TRIMEX LTD. EOD Prices,End of Day prices and additional trading information for ORIENTAL TRIMEX LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-07,2019-01-30
BOM532819,MINDTREE LTD. EOD Prices,End of Day prices and additional trading information for MINDTREE LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-07,2019-01-31
BOM532820,E-Land Apparel Limited EOD Prices,End of Day prices and additional trading information for E-Land Apparel Limited EOD Prices.,2019-02-01 13:24:12,2007-03-09,2019-01-31
BOM532821,Indus Fila Ltd. EOD Prices,End of Day prices and additional trading information for Indus Fila Ltd. EOD Prices.,2015-11-12 11:57:04,2007-03-08,2015-11-09
BOM532822,Vodafone Idea Ltd EOD Prices,End of Day prices and additional trading information for Vodafone Idea Ltd EOD Prices.,2019-02-01 13:24:12,2007-03-09,2019-01-31
BOM532823,EURO CERAMICS LTD. EOD Prices,End of Day prices and additional trading information for EURO CERAMICS LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-09,2019-01-31
BOM532824,VTX INDUSTRIES LIMITED EOD Prices,End of Day prices and additional trading information for VTX INDUSTRIES LIMITED EOD Prices.,2019-02-01 13:24:12,2007-03-09,2016-04-25
BOM532825,JAGJANANI TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for JAGJANANI TEXTILES LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-19,2019-01-15
BOM532826,RAJ TELEVISION NETWORK LTD. EOD Prices,End of Day prices and additional trading information for RAJ TELEVISION NETWORK LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-16,2019-01-31
BOM532827,PAGE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PAGE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-16,2019-01-31
BOM532828,AMD INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for AMD INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-19,2019-01-29
BOM532829,LAWRESHWAR POLYMERS LTD. EOD Prices,End of Day prices and additional trading information for LAWRESHWAR POLYMERS LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-19,2019-01-31
BOM532830,ASTRAL POLY TECHNIK LTD. EOD Prices,End of Day prices and additional trading information for ASTRAL POLY TECHNIK LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-20,2019-01-31
BOM532831,ABHISHEK CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for ABHISHEK CORPORATION LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-19,2018-12-24
BOM532832,INDIABULLS REAL ESTATE LTD. EOD Prices,End of Day prices and additional trading information for INDIABULLS REAL ESTATE LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-23,2019-01-31
BOM532834,CAMLIN FINE SCIENCES LTD. EOD Prices,End of Day prices and additional trading information for CAMLIN FINE SCIENCES LTD. EOD Prices.,2019-02-01 13:24:12,2007-03-30,2019-01-31
BOM532835,ICRA LTD. EOD Prices,End of Day prices and additional trading information for ICRA LTD. EOD Prices.,2019-02-01 13:24:12,2007-04-13,2019-01-30
BOM532836,Sancia Global Infraprojects Limited EOD Prices,End of Day prices and additional trading information for Sancia Global Infraprojects Limited EOD Prices.,2019-02-01 13:24:12,2007-04-11,2018-02-26
BOM532837,ORBIT CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for ORBIT CORPORATION LTD. EOD Prices.,2019-02-01 13:24:12,2007-04-12,2018-02-05
BOM532839,DISH TV INDIA LTD. EOD Prices,End of Day prices and additional trading information for DISH TV INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-04-18,2019-01-31
BOM532840,Advanta Limited EOD Prices,End of Day prices and additional trading information for Advanta Limited EOD Prices.,2019-02-01 13:24:12,2007-04-19,2016-07-29
BOM532841,SAHYADRI INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SAHYADRI INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-04-30,2019-01-31
BOM532842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD. EOD Prices,End of Day prices and additional trading information for SREE RAYALASEEMA HI-STRENGTH HYPO LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-08,2019-01-31
BOM532843,FORTIS HEALTHCARE LTD. EOD Prices,End of Day prices and additional trading information for FORTIS HEALTHCARE LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-09,2019-01-31
BOM532845,TGB BANQUETS AND HOTELS LTD. EOD Prices,End of Day prices and additional trading information for TGB BANQUETS AND HOTELS LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-17,2019-01-31
BOM532847,HILTON METAL FORGING LTD. EOD Prices,End of Day prices and additional trading information for HILTON METAL FORGING LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-24,2019-01-31
BOM532848,DELTA CORP LTD. EOD Prices,End of Day prices and additional trading information for DELTA CORP LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-28,2019-01-31
BOM532850,MIC ELECTRONICS LTD. EOD Prices,End of Day prices and additional trading information for MIC ELECTRONICS LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-30,2019-01-31
BOM532851,INSECTICIDES (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for INSECTICIDES (INDIA) LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-30,2019-01-31
BOM532852,MCDOWELL HOLDINGS LTD. EOD Prices,End of Day prices and additional trading information for MCDOWELL HOLDINGS LTD. EOD Prices.,2019-02-01 13:24:12,2007-05-30,2019-01-31
BOM532853,ASAHI SONGWON COLORS LTD. EOD Prices,End of Day prices and additional trading information for ASAHI SONGWON COLORS LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-04,2019-01-31
BOM532854,NITIN FIRE PROTECTION INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for NITIN FIRE PROTECTION INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-05,2019-01-31
BOM532855,HARYANA CAPFIN LTD. EOD Prices,End of Day prices and additional trading information for HARYANA CAPFIN LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-11,2019-01-28
BOM532856,TIME TECHNOPLAST LTD. EOD Prices,End of Day prices and additional trading information for TIME TECHNOPLAST LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-13,2019-01-31
BOM532857,Glory Polyfilms Ltd. EOD Prices,End of Day prices and additional trading information for Glory Polyfilms Ltd. EOD Prices.,2015-11-12 11:57:04,2007-06-18,2014-05-16
BOM532858,Decolight Ceramics Ltd. EOD Prices,End of Day prices and additional trading information for Decolight Ceramics Ltd. EOD Prices.,2015-11-12 11:57:04,2007-06-19,2015-04-23
BOM532859,HINDUJA GLOBAL SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for HINDUJA GLOBAL SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-19,2019-01-31
BOM532864,NELCAST LTD. EOD Prices,End of Day prices and additional trading information for NELCAST LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-27,2019-01-31
BOM532865,MEGHMANI ORGANICS LTD. EOD Prices,End of Day prices and additional trading information for MEGHMANI ORGANICS LTD. EOD Prices.,2019-02-01 13:24:12,2007-06-28,2019-01-31
BOM532866,QUINTEGRA SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for QUINTEGRA SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-05,2019-01-30
BOM532867,V2 RETAIL LTD. EOD Prices,End of Day prices and additional trading information for V2 RETAIL LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-04,2019-01-31
BOM532868,DLF LTD. EOD Prices,End of Day prices and additional trading information for DLF LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-05,2019-01-31
BOM532869,TARMAT LTD. EOD Prices,End of Day prices and additional trading information for TARMAT LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-09,2019-01-30
BOM532870,ANKIT METAL & POWER LTD. EOD Prices,End of Day prices and additional trading information for ANKIT METAL & POWER LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-10,2019-01-29
BOM532871,Celestial Biolabs Limited EOD Prices,End of Day prices and additional trading information for Celestial Biolabs Limited EOD Prices.,2019-02-01 13:24:12,2007-07-17,2019-01-31
BOM532872,SUN PHARMA ADVANCED RESEARCH COMPANY LTD. EOD Prices,End of Day prices and additional trading information for SUN PHARMA ADVANCED RESEARCH COMPANY LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-18,2019-01-31
BOM532873,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for HOUSING DEVELOPMENT & INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-24,2019-01-31
BOM532874,SURYACHAKRA POWER CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for SURYACHAKRA POWER CORPORATION LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-23,2019-01-31
BOM532875,ALLIED DIGITAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for ALLIED DIGITAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:12,2007-07-25,2019-01-31
BOM532876,Everonn Education ltd EOD Prices,End of Day prices and additional trading information for Everonn Education ltd EOD Prices.,2019-02-01 13:24:12,2007-08-01,2016-11-03
BOM532877,SIMPLEX PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for SIMPLEX PROJECTS LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-03,2018-11-21
BOM532878,ALPA LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for ALPA LABORATORIES LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-06,2019-01-31
BOM532879,SIR SHADI LAL ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for SIR SHADI LAL ENTERPRISES LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-10,2019-01-29
BOM532880,OMAXE LTD. EOD Prices,End of Day prices and additional trading information for OMAXE LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-09,2019-01-31
BOM532882,OMNITECH INFOSOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for OMNITECH INFOSOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-14,2017-09-04
BOM532883,ZYLOG SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for ZYLOG SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-17,2019-01-16
BOM532884,Refex Industries Limited EOD Prices,End of Day prices and additional trading information for Refex Industries Limited EOD Prices.,2019-02-01 13:24:12,2007-08-20,2019-01-31
BOM532885,CENTRAL BANK OF INDIA EOD Prices,End of Day prices and additional trading information for CENTRAL BANK OF INDIA EOD Prices.,2019-02-01 13:24:12,2007-08-21,2019-01-31
BOM532886,SEL MANUFACTURING COMPANY LTD. EOD Prices,End of Day prices and additional trading information for SEL MANUFACTURING COMPANY LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-21,2019-01-31
BOM532887,Neueon Towers Ltd EOD Prices,End of Day prices and additional trading information for Neueon Towers Ltd EOD Prices.,2019-02-01 13:24:12,2007-08-21,2019-01-31
BOM532888,ASIAN GRANITO INDIA LTD. EOD Prices,End of Day prices and additional trading information for ASIAN GRANITO INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-23,2019-01-31
BOM532889,K.P.R. Mill Limited EOD Prices,End of Day prices and additional trading information for K.P.R. Mill Limited EOD Prices.,2019-02-01 13:24:12,2007-08-28,2019-01-31
BOM532890,TAKE SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for TAKE SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:12,2007-08-27,2019-01-31
BOM532891,Puravankara Ltd EOD Prices,End of Day prices and additional trading information for Puravankara Ltd EOD Prices.,2019-02-01 13:24:12,2007-08-30,2019-01-31
BOM532892,MOTILAL OSWAL FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for MOTILAL OSWAL FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:12,2007-09-11,2019-01-31
BOM532893,VTM LTD. EOD Prices,End of Day prices and additional trading information for VTM LTD. EOD Prices.,2019-02-01 13:24:12,2007-09-17,2019-01-31
BOM532894,INDOWIND ENERGY LTD. EOD Prices,End of Day prices and additional trading information for INDOWIND ENERGY LTD. EOD Prices.,2019-02-01 13:24:12,2007-09-14,2019-01-31
BOM532895,NAGREEKA CAPITAL & INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for NAGREEKA CAPITAL & INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:24:12,2007-09-18,2019-01-31
BOM532896,MAGNUM VENTURES LTD. EOD Prices,End of Day prices and additional trading information for MAGNUM VENTURES LTD. EOD Prices.,2019-02-01 13:24:12,2007-09-20,2019-01-31
BOM532898,POWER GRID CORPORATION OF INDIA LTD. EOD Prices,End of Day prices and additional trading information for POWER GRID CORPORATION OF INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-10-05,2019-01-31
BOM532899,KAVERI SEED COMPANY LTD. EOD Prices,End of Day prices and additional trading information for KAVERI SEED COMPANY LTD. EOD Prices.,2019-02-01 13:24:12,2007-10-04,2019-01-31
BOM532900,Paisalo Digital Ltd EOD Prices,End of Day prices and additional trading information for Paisalo Digital Ltd EOD Prices.,2019-02-01 13:24:12,2007-10-11,2019-01-31
BOM532902,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD. EOD Prices,End of Day prices and additional trading information for CONSOLIDATED CONSTRUCTION CONSORTIUM LTD. EOD Prices.,2019-02-01 13:24:13,2007-10-15,2019-01-31
BOM532903,Dhanus Technologies Ltd. EOD Prices,End of Day prices and additional trading information for Dhanus Technologies Ltd. EOD Prices.,2015-11-12 11:57:05,2007-10-17,2015-03-16
BOM532904,SUPREME INFRASTRUCTURE INDIA LTD. EOD Prices,End of Day prices and additional trading information for SUPREME INFRASTRUCTURE INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-10-18,2019-01-31
BOM532905,SAAMYA BIOTECH (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for SAAMYA BIOTECH (INDIA) LTD. EOD Prices.,2019-02-01 13:24:13,2007-10-19,2018-08-13
BOM532906,MAAN ALUMINIUM LTD. EOD Prices,End of Day prices and additional trading information for MAAN ALUMINIUM LTD. EOD Prices.,2019-02-01 13:24:12,2007-10-22,2019-01-31
BOM532907,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD. EOD Prices,End of Day prices and additional trading information for IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD. EOD Prices.,2019-02-01 13:24:13,2007-10-25,2019-01-31
BOM532908,SHARON BIO-MEDICINE LTD.-$ EOD Prices,End of Day prices and additional trading information for SHARON BIO-MEDICINE LTD.-$ EOD Prices.,2019-02-01 13:24:12,2005-01-07,2019-01-31
BOM532910,ANIL LTD. EOD Prices,End of Day prices and additional trading information for ANIL LTD. EOD Prices.,2019-02-01 13:24:12,2007-12-03,2018-02-05
BOM532911,PARLE SOFTWARE LTD. EOD Prices,End of Day prices and additional trading information for PARLE SOFTWARE LTD. EOD Prices.,2019-02-01 13:24:13,2007-10-29,2019-01-29
BOM532912,NET 4 INDIA LTD. EOD Prices,End of Day prices and additional trading information for NET 4 INDIA LTD. EOD Prices.,2019-02-01 13:24:12,2007-11-02,2018-02-26
BOM532913,CIRCUIT SYSTEMS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for CIRCUIT SYSTEMS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-02,2016-03-28
BOM532914,ARCOTECH LTD. EOD Prices,End of Day prices and additional trading information for ARCOTECH LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-28,2019-01-31
BOM532915,RELIGARE ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for RELIGARE ENTERPRISES LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-21,2019-01-31
BOM532916,BARAK VALLEY CEMENTS LTD. EOD Prices,End of Day prices and additional trading information for BARAK VALLEY CEMENTS LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-23,2019-01-31
BOM532917,Varun Industries Ltd. EOD Prices,End of Day prices and additional trading information for Varun Industries Ltd. EOD Prices.,2015-11-12 11:57:05,2007-11-22,2015-06-22
BOM532918,RATHI BARS LTD. EOD Prices,End of Day prices and additional trading information for RATHI BARS LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-23,2019-01-31
BOM532919,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD. EOD Prices,End of Day prices and additional trading information for ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-23,2019-01-28
BOM532920,EMPEE DISTILLERIES LTD. EOD Prices,End of Day prices and additional trading information for EMPEE DISTILLERIES LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-26,2019-01-31
BOM532921,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD. EOD Prices,End of Day prices and additional trading information for ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD. EOD Prices.,2019-02-01 13:24:13,2007-11-27,2019-01-31
BOM532922,Edelweiss Financial Services Ltd. EOD Prices,End of Day prices and additional trading information for Edelweiss Financial Services Ltd. EOD Prices.,2019-02-01 13:24:13,2007-12-12,2019-01-31
BOM532923,RENAISSANCE JEWELLERY LTD. EOD Prices,End of Day prices and additional trading information for RENAISSANCE JEWELLERY LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-12,2019-01-31
BOM532924,KOLTE-PATIL DEVELOPERS LTD. EOD Prices,End of Day prices and additional trading information for KOLTE-PATIL DEVELOPERS LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-13,2019-01-31
BOM532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-14,2019-01-22
BOM532926,JYOTHY LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for JYOTHY LABORATORIES LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-19,2019-01-31
