code,name,description,refreshed_at,from_date,to_date
BOM532927,ECLERX SERVICES LTD. EOD Prices,End of Day prices and additional trading information for ECLERX SERVICES LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-31,2019-01-31
BOM532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for TRANSFORMERS AND RECTIFIERS (INDIA) LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-28,2019-01-31
BOM532929,BRIGADE ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for BRIGADE ENTERPRISES LTD. EOD Prices.,2019-02-01 13:24:13,2007-12-31,2019-01-31
BOM532930,BGR ENERGY SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for BGR ENERGY SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-03,2019-01-31
BOM532931,BURNPUR CEMENT LTD. EOD Prices,End of Day prices and additional trading information for BURNPUR CEMENT LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-03,2019-01-31
BOM532932,MANAKSIA LTD. EOD Prices,End of Day prices and additional trading information for MANAKSIA LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-08,2019-01-30
BOM532933,PORWAL AUTO COMPONENTS LTD. EOD Prices,End of Day prices and additional trading information for PORWAL AUTO COMPONENTS LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-14,2019-01-31
BOM532934,PPAP Automotive Limited EOD Prices,End of Day prices and additional trading information for PPAP Automotive Limited EOD Prices.,2019-02-01 13:24:13,2008-01-11,2019-01-31
BOM532935,ARIES AGRO LTD. EOD Prices,End of Day prices and additional trading information for ARIES AGRO LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-11,2019-01-31
BOM532937,KUANTUM PAPERS LTD. EOD Prices,End of Day prices and additional trading information for KUANTUM PAPERS LTD. EOD Prices.,2019-02-01 13:24:13,2008-01-23,2019-01-31
BOM532938,CAPITAL FIRST LTD. EOD Prices,End of Day prices and additional trading information for CAPITAL FIRST LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-01,2018-12-26
BOM532939,RELIANCE POWER LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE POWER LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-11,2019-01-31
BOM532940,J.KUMAR INFRAPROJECTS LTD. EOD Prices,End of Day prices and additional trading information for J.KUMAR INFRAPROJECTS LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-12,2019-01-31
BOM532941,CORDS CABLE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for CORDS CABLE INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-13,2019-01-31
BOM532942,KNR CONSTRUCTIONS LTD. EOD Prices,End of Day prices and additional trading information for KNR CONSTRUCTIONS LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-18,2019-01-31
BOM532944,OnMobile Global Ltd. EOD Prices,End of Day prices and additional trading information for OnMobile Global Ltd. EOD Prices.,2019-02-01 13:24:13,2008-02-19,2019-01-31
BOM532945,SHRIRAM EPC LTD. EOD Prices,End of Day prices and additional trading information for SHRIRAM EPC LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-20,2019-01-31
BOM532946,BANG OVERSEAS LTD. EOD Prices,End of Day prices and additional trading information for BANG OVERSEAS LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-20,2019-01-31
BOM532947,IRB INFRASTRUCTURE DEVELOPERS LTD. EOD Prices,End of Day prices and additional trading information for IRB INFRASTRUCTURE DEVELOPERS LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-25,2019-01-31
BOM532948,TULSI EXTRUSIONS LTD. EOD Prices,End of Day prices and additional trading information for TULSI EXTRUSIONS LTD. EOD Prices.,2019-02-01 13:24:13,2008-02-25,2019-01-07
BOM532949,Piramal Glass Ltd. EOD Prices,End of Day prices and additional trading information for Piramal Glass Ltd. EOD Prices.,2015-11-12 11:57:05,2008-02-28,2014-07-18
BOM532950,Manjushree Technopack Ltd. EOD Prices,End of Day prices and additional trading information for Manjushree Technopack Ltd. EOD Prices.,2015-11-12 11:57:05,2008-02-28,2015-03-16
BOM532951,GSS INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for GSS INFOTECH LTD. EOD Prices.,2019-02-01 13:24:13,2008-03-07,2019-01-31
BOM532952,NAHAR CAPITAL & FINANCIAL SERVICES LTD. EOD Prices,End of Day prices and additional trading information for NAHAR CAPITAL & FINANCIAL SERVICES LTD. EOD Prices.,2019-02-01 13:24:13,2008-03-11,2019-01-31
BOM532953,V-GUARD INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for V-GUARD INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-03-13,2019-01-31
BOM532955,REC Ltd EOD Prices,End of Day prices and additional trading information for REC Ltd EOD Prices.,2019-02-01 13:24:13,2008-03-12,2019-01-31
BOM532957,GOKAK TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for GOKAK TEXTILES LTD. EOD Prices.,2019-02-01 13:24:13,2008-03-19,2019-01-29
BOM532959,GAMMON INFRASTRUCTURE PROJECTS LTD. EOD Prices,End of Day prices and additional trading information for GAMMON INFRASTRUCTURE PROJECTS LTD. EOD Prices.,2019-02-01 13:24:13,2008-04-03,2019-01-31
BOM532960,Indiabulls Ventures Limited EOD Prices,End of Day prices and additional trading information for Indiabulls Ventures Limited EOD Prices.,2019-02-01 13:24:13,2008-04-02,2019-01-31
BOM532961,SITA SHREE FOOD PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for SITA SHREE FOOD PRODUCTS LTD. EOD Prices.,2019-02-01 13:24:13,2008-04-07,2019-01-30
BOM532966,TITAGARH WAGONS LTD. EOD Prices,End of Day prices and additional trading information for TITAGARH WAGONS LTD. EOD Prices.,2019-02-01 13:24:13,2008-04-21,2019-01-31
BOM532967,KIRI INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for KIRI INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-04-22,2019-01-31
BOM532972,SANKHYA INFOTECH LTD. EOD Prices,End of Day prices and additional trading information for SANKHYA INFOTECH LTD. EOD Prices.,2019-02-01 13:24:13,2008-05-14,2019-01-31
BOM532974,ADITYA BIRLA MONEY LTD.-$ EOD Prices,End of Day prices and additional trading information for ADITYA BIRLA MONEY LTD.-$ EOD Prices.,2019-02-01 13:24:13,2005-08-23,2019-01-31
BOM532975,AISHWARYA TELECOM LTD. EOD Prices,End of Day prices and additional trading information for AISHWARYA TELECOM LTD. EOD Prices.,2019-02-01 13:24:13,2008-05-07,2019-01-31
BOM532976,JAI BALAJI INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for JAI BALAJI INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2006-12-28,2019-01-30
BOM532977,BAJAJ AUTO LTD. EOD Prices,End of Day prices and additional trading information for BAJAJ AUTO LTD. EOD Prices.,2019-02-01 13:24:13,2008-05-26,2019-01-31
BOM532978,BAJAJ FINSERV LTD. EOD Prices,End of Day prices and additional trading information for BAJAJ FINSERV LTD. EOD Prices.,2019-02-01 13:24:13,2008-05-26,2019-01-31
BOM532979,Piramal Phytocare Limited EOD Prices,End of Day prices and additional trading information for Piramal Phytocare Limited EOD Prices.,2019-02-01 13:24:13,2008-05-29,2019-01-31
BOM532980,GOKUL REFOILS & SOLVENT LTD. EOD Prices,End of Day prices and additional trading information for GOKUL REFOILS & SOLVENT LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-04,2019-01-31
BOM532981,Anu's Laboratories Ltd. EOD Prices,End of Day prices and additional trading information for Anu's Laboratories Ltd. EOD Prices.,2015-11-12 11:57:05,2008-06-04,2015-03-16
BOM532983,RPG LIFE SCIENCES LTD. EOD Prices,End of Day prices and additional trading information for RPG LIFE SCIENCES LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-10,2019-01-31
BOM532985,KOTAK SENSEX ETF EOD Prices,End of Day prices and additional trading information for KOTAK SENSEX ETF EOD Prices.,2019-02-01 13:24:13,2008-06-16,2019-01-31
BOM532986,NIRAJ CEMENT STRUCTURALS LTD. EOD Prices,End of Day prices and additional trading information for NIRAJ CEMENT STRUCTURALS LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-19,2019-01-31
BOM532987,RANE BRAKE LINING LTD. EOD Prices,End of Day prices and additional trading information for RANE BRAKE LINING LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-20,2019-01-31
BOM532988,RANE ENGINE VALVE LTD. EOD Prices,End of Day prices and additional trading information for RANE ENGINE VALVE LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-24,2019-01-31
BOM532989,BAFNA PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for BAFNA PHARMACEUTICALS LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-27,2019-01-31
BOM532990,METKORE ALLOYS & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for METKORE ALLOYS & INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-30,2019-01-23
BOM532991,MVL LTD. EOD Prices,End of Day prices and additional trading information for MVL LTD. EOD Prices.,2019-02-01 13:24:13,2008-06-30,2019-01-30
BOM532992,CHL LTD. EOD Prices,End of Day prices and additional trading information for CHL LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-04,2019-01-11
BOM532993,Sezal Glass Limited EOD Prices,End of Day prices and additional trading information for Sezal Glass Limited EOD Prices.,2019-02-01 13:24:13,2008-07-01,2018-12-31
BOM532994,ARCHIDPLY INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for ARCHIDPLY INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-04,2019-01-31
BOM532995,Avon Corporation Ltd. EOD Prices,End of Day prices and additional trading information for Avon Corporation Ltd. EOD Prices.,2015-11-12 11:57:06,2008-07-03,2014-11-28
BOM532996,FIRST WINNER INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for FIRST WINNER INDUSTRIES LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-08,2018-11-26
BOM532997,KSK ENERGY VENTURES LTD. EOD Prices,End of Day prices and additional trading information for KSK ENERGY VENTURES LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-14,2019-01-31
BOM532998,Lotus Eye Hospital And Institute Ltd EOD Prices,End of Day prices and additional trading information for Lotus Eye Hospital And Institute Ltd EOD Prices.,2019-02-01 13:24:13,2008-07-11,2019-01-31
BOM533001,SOMI CONVEYOR BELTINGS LTD. EOD Prices,End of Day prices and additional trading information for SOMI CONVEYOR BELTINGS LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-24,2019-01-30
BOM533002,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan A - Growth Option EOD Prices,End of Day prices and additional trading information for Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan A - Growth Option EOD Prices.,2015-11-12 11:57:06,2008-07-28,2011-05-26
BOM533004,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan B - Growth Option EOD Prices,End of Day prices and additional trading information for Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan B - Growth Option EOD Prices.,2015-11-12 11:57:06,2008-07-30,2009-03-04
BOM533006,BIRLA COTSYN (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for BIRLA COTSYN (INDIA) LTD. EOD Prices.,2019-02-01 13:24:13,2008-07-30,2019-01-31
BOM533007,LGB FORGE LTD. EOD Prices,End of Day prices and additional trading information for LGB FORGE LTD. EOD Prices.,2019-02-01 13:24:13,2008-08-01,2019-01-21
BOM533008,OCL IRON AND STEEL LTD. EOD Prices,End of Day prices and additional trading information for OCL IRON AND STEEL LTD. EOD Prices.,2019-02-01 13:24:13,2008-08-01,2019-01-31
BOM533012,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD. EOD Prices,End of Day prices and additional trading information for LANDMARK PROPERTY DEVELOPMENT COMPANY LTD. EOD Prices.,2019-02-01 13:24:13,2008-08-12,2019-01-31
BOM533014,SICAGEN INDIA LTD. EOD Prices,End of Day prices and additional trading information for SICAGEN INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2008-08-21,2019-01-31
BOM533015,NU TEK INDIA LTD. EOD Prices,End of Day prices and additional trading information for NU TEK INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2008-08-27,2019-01-31
BOM533016,Austral Coke & Projects Ltd. EOD Prices,End of Day prices and additional trading information for Austral Coke & Projects Ltd. EOD Prices.,2015-11-12 11:57:06,2008-09-04,2015-08-27
BOM533017,RESURGERE MINES & MINERALS INDIA LTD. EOD Prices,End of Day prices and additional trading information for RESURGERE MINES & MINERALS INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2008-09-01,2017-05-22
BOM533018,SIMPLEX MILLS COMPANY LTD. EOD Prices,End of Day prices and additional trading information for SIMPLEX MILLS COMPANY LTD. EOD Prices.,2019-02-01 13:24:13,2008-09-23,2018-12-04
BOM533019,SIMPLEX PAPERS LTD. EOD Prices,End of Day prices and additional trading information for SIMPLEX PAPERS LTD. EOD Prices.,2019-02-01 13:24:13,2008-09-23,2019-01-17
BOM533022,20 MICRONS LTD. EOD Prices,End of Day prices and additional trading information for 20 MICRONS LTD. EOD Prices.,2019-02-01 13:24:13,2008-10-06,2019-01-31
BOM533023,WABCO INDIA LTD. EOD Prices,End of Day prices and additional trading information for WABCO INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2008-10-01,2019-01-31
BOM533029,ALKALI METALS LTD. EOD Prices,End of Day prices and additional trading information for ALKALI METALS LTD. EOD Prices.,2019-02-01 13:24:13,2008-11-06,2019-01-30
BOM533033,ISGEC HEAVY ENGINEERING LTD. EOD Prices,End of Day prices and additional trading information for ISGEC HEAVY ENGINEERING LTD. EOD Prices.,2019-02-01 13:24:13,2008-12-05,2019-01-31
BOM533044,Selanbbph EOD Prices,End of Day prices and additional trading information for Selanbbph EOD Prices.,,,
BOM533047,INDIAN METALS & FERRO ALLOYS LTD. EOD Prices,End of Day prices and additional trading information for INDIAN METALS & FERRO ALLOYS LTD. EOD Prices.,2019-02-01 13:24:13,2009-01-28,2019-01-31
BOM533048,GI ENGINEERING SOLUTIONS LTD. EOD Prices,End of Day prices and additional trading information for GI ENGINEERING SOLUTIONS LTD. EOD Prices.,2019-02-01 13:24:13,2009-01-30,2018-10-29
BOM533055,Edserv Softsystems Ltd. EOD Prices,End of Day prices and additional trading information for Edserv Softsystems Ltd. EOD Prices.,2015-11-12 11:57:06,2009-03-02,2014-03-07
BOM533056,VEDAVAAG SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for VEDAVAAG SYSTEMS LTD. EOD Prices.,2019-02-01 13:24:13,2009-03-17,2019-01-31
BOM533059,Brandhouse Retails Ltd. EOD Prices,End of Day prices and additional trading information for Brandhouse Retails Ltd. EOD Prices.,2015-11-12 11:57:06,2009-03-27,2015-11-02
BOM533065,REI SIX TEN RETAIL LTD. EOD Prices,End of Day prices and additional trading information for REI SIX TEN RETAIL LTD. EOD Prices.,2019-02-01 13:24:13,2009-04-27,2017-09-04
BOM533068,ARROW TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for ARROW TEXTILES LTD. EOD Prices.,2019-02-01 13:24:13,2009-05-11,2019-01-31
BOM533078,MANJEERA CONSTRUCTIONS LTD. EOD Prices,End of Day prices and additional trading information for MANJEERA CONSTRUCTIONS LTD. EOD Prices.,2019-02-01 13:24:13,2009-06-03,2019-01-31
BOM533079,SAND PLAST (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for SAND PLAST (INDIA) LTD. EOD Prices.,2019-02-01 13:24:13,2009-06-04,2015-11-26
BOM533080,Mold-Tek Packaging Limited EOD Prices,End of Day prices and additional trading information for Mold-Tek Packaging Limited EOD Prices.,2019-02-01 13:24:13,2009-06-10,2019-01-31
BOM533083,RISHABHDEV TECHNOCABLE LTD. EOD Prices,End of Day prices and additional trading information for RISHABHDEV TECHNOCABLE LTD. EOD Prices.,2019-02-01 13:24:13,2009-06-29,2017-11-13
BOM533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD. EOD Prices,End of Day prices and additional trading information for MAHINDRA HOLIDAYS & RESORTS INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2009-07-16,2019-01-31
BOM533090,Excel Realty N Infra Ltd EOD Prices,End of Day prices and additional trading information for Excel Realty N Infra Ltd EOD Prices.,2019-02-01 13:24:13,2009-08-03,2019-01-31
BOM533093,RAJ OIL MILLS LTD. EOD Prices,End of Day prices and additional trading information for RAJ OIL MILLS LTD. EOD Prices.,2019-02-01 13:24:13,2009-08-12,2018-06-27
BOM533095,BENGAL & ASSAM COMPANY LTD. EOD Prices,End of Day prices and additional trading information for BENGAL & ASSAM COMPANY LTD. EOD Prices.,2019-02-01 13:24:13,2009-08-17,2019-01-31
BOM533096,ADANI POWER LTD. EOD Prices,End of Day prices and additional trading information for ADANI POWER LTD. EOD Prices.,2019-02-01 13:24:13,2009-08-20,2019-01-31
BOM533098,NHPC LTD. EOD Prices,End of Day prices and additional trading information for NHPC LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-01,2019-01-31
BOM533100,PREMIER ENERGY AND INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for PREMIER ENERGY AND INFRASTRUCTURE LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-04,2017-05-15
BOM533101,SURYAAMBA SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for SURYAAMBA SPINNING MILLS LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-03,2019-01-29
BOM533102,Srfbbph EOD Prices,End of Day prices and additional trading information for Srfbbph EOD Prices.,2015-11-12 11:57:06,2011-04-15,2012-01-16
BOM533103,JINDAL COTEX LTD. EOD Prices,End of Day prices and additional trading information for JINDAL COTEX LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-22,2019-01-28
BOM533104,GLOBUS SPIRITS LTD. EOD Prices,End of Day prices and additional trading information for GLOBUS SPIRITS LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-23,2019-01-31
BOM533106,OIL INDIA LTD. EOD Prices,End of Day prices and additional trading information for OIL INDIA LTD. EOD Prices.,2019-02-01 13:24:13,2009-09-30,2019-01-31
BOM533107,Reliance Naval and Engineering Ltd EOD Prices,End of Day prices and additional trading information for Reliance Naval and Engineering Ltd EOD Prices.,2019-02-01 13:24:13,2009-10-09,2019-01-31
BOM533108,BHILWARA TECHNICAL TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for BHILWARA TECHNICAL TEXTILES LTD. EOD Prices.,2019-02-01 13:24:13,2009-10-12,2019-01-31
BOM533109,EURO MULTIVISION LTD. EOD Prices,End of Day prices and additional trading information for EURO MULTIVISION LTD. EOD Prices.,2019-02-01 13:24:13,2009-10-15,2019-01-23
BOM533110,SHREE PRECOATED STEELS LTD. EOD Prices,End of Day prices and additional trading information for SHREE PRECOATED STEELS LTD. EOD Prices.,2019-02-01 13:24:13,2009-10-15,2019-01-30
BOM533121,SQS India BFSI Limited EOD Prices,End of Day prices and additional trading information for SQS India BFSI Limited EOD Prices.,2019-02-01 13:24:13,2009-10-26,2019-01-31
